Version,V,D,Time(s),GFLOPS,Intensity,Bandwidth(GB/s)
v4,100,0.25,0.2571,0.000029,0.150000,0.00
v4,100,1.0,0.2412,0.000124,0.150000,0.00
v4,1000,0.25,7.2479,0.000103,0.150000,0.00
v4,1000,0.5,10.4349,0.000144,0.150000,0.00
v4,5000,0.5,153.1258,0.000245,0.150000,0.00
v4,5000,0.25,57.0056,0.000329,0.150000,0.00
v4,5000,0.5,104.4380,0.000359,0.150000,0.00
