Version,V,D,Time(s),GFLOPS,Intensity,Bandwidth(GB/s)
v2,100,0.25,0.0004,0.017900,0.150000,0.12
v2,100,1.0,0.0015,0.020339,0.150000,0.14
v2,1000,0.25,0.6237,0.001202,0.150000,0.01
v2,1000,0.5,1.3284,0.001129,0.150000,0.01
v2,5000,0.25,89.0336,0.000211,0.150000,0.00
v2,5000,0.5,167.6313,0.000224,0.150000,0.00
